Country-Name,Country-Code,Indicator-Name,Indicator-Code,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,,,,,,,,,,,,,,,
"Korea, Dem. People's Rep.",PRK,"Population, female (% of total)",SP.POP.TOTL.FE.ZS,53.78948457,53.68048585,53.59332936,53.51598404,53.43198218,53.33146205,53.21531047,53.09082876,52.96311284,52.83808432,52.71961222,52.60723762,52.50050034,52.40202189,52.31446467,52.23878845,52.17526374,52.1216701,52.07355998,52.02546789,51.97386141,51.91809042,51.85962127,51.79980564,51.74051034,51.68301097,51.62763626,51.57421817,51.52292301,51.47394447,51.42767627,51.38365247,51.34242681,51.30640175,51.27846189,51.26010457,51.25220573,51.25299753,51.25809836,51.26169814,51.25979971,51.25097419,51.23663474,51.21912402,51.20193935,51.18750746,51.17625662,51.16721194,51.15969924,51.15262693,51.145209,51.13740172,51.12948557,51.12140829,51.11314795,51.10470681,51.09611137
"Korea, Rep.",KOR,"Population, female (% of total)",SP.POP.TOTL.FE.ZS,49.88682712,49.84530703,49.80701154,49.77652679,49.75946022,49.75858602,49.77671483,49.81006452,49.84736026,49.87414936,49.88162569,49.86608653,49.83334731,49.79545551,49.7681643,49.76142421,49.77738776,49.81069408,49.85424902,49.89807575,49.93493246,49.96403457,49.98706097,50.00258809,50.00951572,50.00759841,49.99545416,49.97427406,49.94939296,49.92779229,49.9140585,49.91088066,49.91633601,49.92490556,49.92878395,49.92305331,49.90557148,49.87983488,49.85332208,49.83622463,49.8354693,49.85278,49.88513367,49.92871347,49.9777686,50.02772243,50.07803595,50.12876863,50.17673939,50.21833123,50.25116194,50.27385142,50.28720812,50.29387068,50.297712,50.3016129,50.30629199
Kosovo,XKX,"Population, female (% of total)",SP.POP.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,KWT,"Population, female (% of total)",SP.POP.TOTL.FE.ZS,36.63508448,36.58001826,36.68177383,36.9895065,37.54445181,38.33229982,39.2917992,40.33535269,41.39227436,42.39201241,43.28538065,44.11090481,44.85899576,45.4155459,45.6602315,45.55478711,45.1169604,44.45564081,43.72902468,43.11182368,42.70729343,42.48011716,42.38475694,42.46947904,42.78433218,43.32676394,44.12832156,45.08907949,45.97359991,46.54171471,46.66611943,46.26946206,45.36717902,44.06442383,42.66504166,41.5395921,40.93262983,40.80163392,40.97479005,41.18777089,41.28610447,41.24145361,41.12828473,41.03467903,41.08045629,41.32706074,41.76688995,42.3164661,42.87240924,43.33063889,43.64147028,43.80888255,43.87204163,43.86890463,43.8435638,43.82396204,43.81230432
Kyrgyz Republic,KGZ,"Population, female (% of total)",SP.POP.TOTL.FE.ZS,52.56133487,52.51921773,52.47413328,52.43009596,52.39129178,52.35936046,52.33726339,52.32195766,52.30255011,52.26556014,52.20349206,52.11364024,52.00277476,51.88434748,51.77590134,51.68892037,51.62548718,51.58072938,51.55022295,51.52739353,51.50716789,51.48971222,51.47506571,51.45833128,51.43379027,51.39798251,51.34990758,51.29171448,51.22684302,51.15972024,51.09336621,51.02749348,50.96159559,50.89832315,50.84140292,50.79365045,50.75765091,50.73250793,50.71350762,50.69406158,50.66994965,50.63791868,50.60019861,50.56452684,50.54190879,50.53930528,50.56071214,50.60072439,50.64589237,50.67851109,50.68727312,50.66835895,50.62805516,50.57757996,50.53211051,50.50175405,50.48880724
Lao PDR,LAO,"Population, female (% of total)",SP.POP.TOTL.FE.ZS,50.85756982,50.84799752,50.83541895,50.81999826,50.80193762,50.78143669,50.75886339,50.73442152,50.7081257,50.67992083,50.65001257,50.61845158,50.58575382,50.55292118,50.52086262,50.48981844,50.45958888,50.42953966,50.39897021,50.36730195,50.33444513,50.30214886,50.27102191,50.23901304,50.20330393,50.16291478,50.11608277,50.06590389,50.0213139,49.99315473,49.98737005,50.00678249,50.04610881,50.09367796,50.13493411,50.16128787,50.1679821,50.16035803,50.1516339,50.15928787,50.19359413,50.2589728,50.34714322,50.44051778,50.51556011,50.55663939,50.55921239,50.53072294,50.48235538,50.42964152,50.38332132,50.34552873,50.3131136,50.28476509,50.25782967,50.23057111,50.20337892
Latvia,LVA,"Population, female (% of total)",SP.POP.TOTL.FE.ZS,55.8020942,55.6589482,55.48220242,55.28705552,55.0944098,54.9191844,54.76448354,54.62662823,54.50516911,54.3981446,54.30406302,54.22301086,54.15572515,54.1019137,54.06108647,54.03221047,54.0150988,54.00776093,54.00504819,54.00044919,53.98912309,53.97131624,53.94793285,53.9160773,53.87257284,53.81678872,53.74496445,53.66147102,53.58274864,53.52947112,53.51482835,53.54589846,53.61723214,53.71347772,53.80978553,53.88615218,53.93431653,53.95908533,53.96823556,53.97563855,53.99161958,54.01772598,54.04995228,54.08715379,54.12663635,54.16588292,54.20568822,54.24582915,54.28112386,54.30459541,54.31124998,54.29801697,54.26637998,54.22154756,54.17185679,54.12389628,54.08019054
Lebanon,LBN,"Population, female (% of total)",SP.POP.TOTL.FE.ZS,49.71519624,49.7012504,49.68227932,49.65969465,49.63516773,49.60996084,49.58678111,49.56645286,49.54660069,49.52419545,49.49893423,49.46585377,49.43012145,49.41159301,49.43445147,49.51226718,49.6537434,49.84878506,50.06896684,50.27186557,50.42536466,50.51585528,50.55307545,50.55540783,50.55115253,50.56002164,50.58798262,50.62720279,50.66673712,50.68954631,50.68417943,50.64303991,50.57422955,50.49895514,50.44262395,50.41804493,50.43640877,50.48533895,50.52553662,50.50333248,50.38771334,50.17591428,49.90385603,49.62050151,49.37313484,49.18468521,49.04744616,48.94977904,48.90252541,48.9202825,49.00589234,49.15658652,49.34575917,49.5312834,49.67856929,49.77511403,49.82315916
Lesotho,LSO,"Population, female (% of total)",SP.POP.TOTL.FE.ZS,53.33540049,53.43242679,53.53913665,53.63970515,53.71474637,53.75231315,53.7455765,53.7020635,53.64210607,53.59217963,53.56845307,53.57751698,53.60887061,53.64101079,53.64575353,53.60607089,53.51548208,53.38548819,53.23749818,53.09892514,52.98595766,52.90640519,52.84954485,52.79112152,52.69960396,52.55631343,52.35759992,52.11801527,51.86063525,51.61707229,51.41092459,51.24338104,51.11018092,51.02048529,50.98312115,51.00038544,51.07804009,51.20589223,51.35170001,51.47336613,51.5420275,51.54740423,51.49955873,51.41527867,51.32015929,51.23265436,51.15657267,51.08613171,51.01911881,50.95078258,50.87815194,50.80188888,50.72479829,50.64825274,50.5739388,50.50285196,50.43537753
Liberia,LBR,"Population, female (% of total)",SP.POP.TOTL.FE.ZS,49.28948491,49.38902747,49.48332304,49.5710303,49.65051704,49.72082288,49.78181319,49.83450167,49.88030684,49.92095019,49.95780882,49.99128773,50.02143779,50.04841177,50.07241322,50.09357409,50.1122901,50.12877592,50.14296981,50.1546454,50.16366988,50.17007384,50.17435822,50.17753068,50.18085945,50.18516985,50.19029239,50.19588344,50.20240266,50.21038662,50.21972279,50.23140664,50.24424845,50.2529221,50.24995691,50.23109051,50.19681036,50.15334272,50.10806912,50.06625318,50.02911512,49.99536477,49.96282574,49.93015861,49.89664462,49.86274331,49.82938451,49.79744982,49.76750594,49.7395524,49.71326355,49.68827628,49.66439189,49.64147405,49.6195202,49.59861777,49.57880683
Libya,LBY,"Population, female (% of total)",SP.POP.TOTL.FE.ZS,48.68455906,48.66375174,48.64795898,48.6344231,48.61907142,48.59901412,48.57516172,48.54782906,48.51364412,48.46875645,48.41150396,48.33983583,48.25640274,48.16888125,48.08618292,48.01238114,47.95524275,47.90967963,47.85465158,47.76503971,47.63009102,47.4446748,47.22806267,47.02037267,46.868424,46.79835496,46.81451813,46.8979035,47.02162153,47.15100335,47.26277783,47.35369098,47.43105601,47.49636291,47.55337387,47.60528572,47.65049671,47.68908924,47.72764139,47.77445593,47.83492066,47.9115112,48.00203539,48.10139333,48.20236764,48.30032286,48.39080578,48.47616917,48.5664595,48.67567663,48.8125902,48.9840589,49.1843353,49.39338368,49.58025136,49.72085414,49.8050049
Liechtenstein,LIE,"Population, female (% of total)",SP.POP.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithuania,LTU,"Population, female (% of total)",SP.POP.TOTL.FE.ZS,53.89988296,53.80048102,53.69783378,53.5957605,53.49909944,53.41106531,53.332117,53.26122303,53.19803416,53.14190804,53.09234828,53.04922566,53.01238958,52.98123886,52.95502801,52.9329639,52.9147043,52.89967685,52.88669012,52.87429715,52.8614632,52.84860002,52.83583975,52.82158047,52.80394613,52.78217469,52.75513286,52.72482095,52.69726608,52.68013696,52.67871173,52.69466112,52.72619289,52.77045738,52.82285358,52.87960929,52.9405102,53.00603187,53.07337669,53.13909408,53.20076194,53.25530519,53.30307694,53.34932458,53.40200269,53.46660812,53.54673942,53.63948946,53.73575766,53.82201564,53.88814971,53.92899678,53.94742774,53.95086055,53.95166206,53.95922395,53.97680024
Luxembourg,LUX,"Population, female (% of total)",SP.POP.TOTL.FE.ZS,50.61159746,50.69619017,50.73868739,50.75479673,50.76719585,50.79233351,50.83493522,50.88845738,50.94288496,50.98336617,51.00052109,50.99028706,50.95969957,50.9226735,50.89808935,50.89862819,50.92732561,50.97823998,51.04492658,51.11730997,51.18721913,51.25541766,51.32211078,51.3773573,51.40939597,51.41025501,51.3749722,51.30848148,51.22408231,51.14056361,51.071147,51.01991692,50.98339295,50.95651034,50.93171252,50.9038388,50.87125604,50.83648035,50.80196322,50.77214885,50.74878413,50.73239769,50.72014676,50.70698671,50.68632615,50.65360262,50.61003639,50.55729348,50.49342478,50.41601428,50.32477569,50.21837336,50.10131855,49.98596034,49.88689714,49.81308741,49.76685183
"Macao SAR, China",MAC,"Population, female (% of total)",SP.POP.TOTL.FE.ZS,51.86753453,51.79204614,51.57077752,51.25461704,50.90394536,50.56014692,50.22755253,49.90979415,49.63205681,49.41706412,49.27309888,49.20651801,49.20757269,49.24756274,49.28676911,49.29677334,49.26580322,49.20752147,49.14995587,49.13585631,49.19426891,49.32489753,49.50885517,49.73019133,49.97285597,50.22348104,50.48217162,50.7427438,50.98436681,51.18590857,51.33667839,51.43659807,51.49537188,51.52594139,51.54434981,51.56189219,51.57922271,51.59441887,51.61505217,51.64885015,51.69978722,51.77156188,51.85983997,51.95161884,52.02898519,52.07978656,52.10119067,52.09848648,52.07816683,52.04879125,52.01654989,51.98213953,51.94482244,51.90667821,51.87017446,51.8366048,51.80732375
"Macedonia, FYR",MKD,"Population, female (% of total)",SP.POP.TOTL.FE.ZS,49.39200518,49.38517019,49.38088737,49.37668221,49.36987897,49.35871754,49.34247004,49.32222617,49.30055651,49.28086024,49.26539896,49.25476782,49.24835637,49.24595646,49.24699968,49.251113,49.25803345,49.2680982,49.28201559,49.30078971,49.32496411,49.35493923,49.3899713,49.42858974,49.46858494,49.50825927,49.54684694,49.58453004,49.62198601,49.66033757,49.70040982,49.74286608,49.78702935,49.83088404,49.87115095,49.90524913,49.93154788,49.95082121,49.96603237,49.98144408,50.00012425,50.02317489,50.04948967,50.07699213,50.10252918,50.12389287,50.14052449,50.15333229,50.16328787,50.1719348,50.18039286,50.18892602,50.19721931,50.20527921,50.212972,50.2201878,50.22705299
Madagascar,MDG,"Population, female (% of total)",SP.POP.TOTL.FE.ZS,49.15445454,49.20215307,49.24830094,49.29277605,49.33541627,49.37618073,49.4150448,49.45223121,49.48815153,49.52328382,49.55792017,49.59210704,49.62570388,49.6585128,49.69030352,49.72091898,49.75038598,49.77877977,49.80605648,49.83221591,49.85733748,49.88152717,49.9049258,49.92764477,49.94979588,49.97140099,49.99229373,50.01246274,50.03222631,50.0519921,50.07193103,50.09203441,50.11192607,50.13100426,50.14853041,50.16401381,50.17741575,50.18884115,50.19815426,50.20523407,50.21009144,50.21270015,50.21327939,50.21237991,50.21064982,50.20850289,50.20616825,50.20349717,50.20011745,50.195519,50.18943969,50.18190296,50.1732461,50.16392683,50.15450935,50.14538243,50.13666818
Malawi,MWI,"Population, female (% of total)",SP.POP.TOTL.FE.ZS,51.5878499,51.56463512,51.54426912,51.52562263,51.50728259,51.48819321,51.46799092,51.44662862,51.42387976,51.39959005,51.37367692,51.34619651,51.3171024,51.28621749,51.25332174,51.21840623,51.18206055,51.14489032,51.10694194,51.06808678,51.02844696,50.98616418,50.94191149,50.90128273,50.87189357,50.85765515,50.86097309,50.8757864,50.88925317,50.88777933,50.86435346,50.81587751,50.74624199,50.66471361,50.5866983,50.52477844,50.48417736,50.46063899,50.44699918,50.43287217,50.41160594,50.38171486,50.34647919,50.309872,50.27736992,50.25235636,50.23545301,50.22434919,50.21590946,50.20615454,50.19256154,50.17480677,50.15405305,50.13126519,50.10777614,50.08454722,50.06164567
Malaysia,MYS,"Population, female (% of total)",SP.POP.TOTL.FE.ZS,49.14623559,49.1627072,49.17780223,49.19494931,49.21796551,49.24891722,49.28837694,49.33452796,49.3840858,49.43274876,49.47735894,49.51761202,49.55381638,49.58451603,49.60824651,49.6242786,49.63109704,49.62940152,49.62316075,49.61744784,49.61502454,49.61868727,49.62575596,49.62758699,49.61332373,49.5772484,49.51752173,49.44069207,49.35920942,49.2882671,49.23715469,49.20975519,49.201534,49.20324909,49.202687,49.19286378,49.17197928,49.14620124,49.12597781,49.12452428,49.07150062,48.99232226,48.91718448,48.84476058,48.79392361,48.73125876,48.67212306,48.6159566,48.56607031,48.51806349,48.474217,48.45502718,48.44018977,48.35190659,48.37473037,48.39832622,
Maldives,MDV,"Population, female (% of total)",SP.POP.TOTL.FE.ZS,45.55104312,45.72768529,45.8892202,46.06482431,46.29206305,46.59034491,46.97703172,47.42575915,47.85943713,48.17791831,48.32113255,48.27054436,48.0741173,47.81117627,47.58026672,47.4419866,47.40934117,47.45549449,47.5486737,47.645236,47.71799699,47.76114848,47.78966331,47.82080813,47.87547029,47.96651033,48.09229531,48.24213652,48.40682069,48.57471381,48.73756043,48.8967547,49.05169602,49.19009957,49.29812336,49.36828433,49.3957669,49.3890224,49.36735086,49.35635565,49.37228943,49.4199048,49.49112002,49.57490949,49.65507124,49.72029852,49.76915736,49.80523905,49.83054332,49.8474196,49.85852815,49.86356307,49.86268078,49.85830692,49.85409118,49.8519209,49.85289823
Mali,MLI,"Population, female (% of total)",SP.POP.TOTL.FE.ZS,49.44919287,49.50591543,49.56433948,49.62304362,49.68003622,49.73379654,49.78433634,49.83190208,49.87551969,49.91407359,49.94702509,49.9737945,49.99522567,50.01393819,50.03328177,50.0555052,50.08181976,50.1114108,50.1420326,50.17054588,50.19506708,50.21336415,50.22680724,50.2410447,50.26339165,50.29778887,50.34663376,50.40547849,50.46315109,50.50473847,50.52039743,50.50736338,50.47089007,50.41902988,50.36236595,50.30792033,50.25712942,50.20808419,50.15998358,50.11129282,50.0612116,50.01065392,49.9607311,49.91127787,49.86201445,49.8130558,49.76404856,49.71588518,49.67108082,49.63250018,49.60156352,49.57861107,49.56196598,49.54857123,49.53467811,49.51792912,49.49783662
Malta,MLT,"Population, female (% of total)",SP.POP.TOTL.FE.ZS,51.61579089,51.61789145,51.64231048,51.67916066,51.7120001,51.72854101,51.72666747,51.71175014,51.68826392,51.66244526,51.63954352,51.6201165,51.60209939,51.58579951,51.56991227,51.5538188,51.53881963,51.52461832,51.50579864,51.47594079,51.43076856,51.36839696,51.29238759,51.21039058,51.13302171,51.06724438,51.01526999,50.97455787,50.94092493,50.90859031,50.87361227,50.83525241,50.79560377,50.75525232,50.71571374,50.67764796,50.64029179,50.60337021,50.57065189,50.5468423,50.53437678,50.53541661,50.5476188,50.56227251,50.56790261,50.55704695,50.52664219,50.48055454,50.42569736,50.37206179,50.32664829,50.29113083,50.26299579,50.24055362,50.22060073,50.20039649,50.18004599
Marshall Islands,MHL,"Population, female (% of total)",SP.POP.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mauritania,MRT,"Population, female (% of total)",SP.POP.TOTL.FE.ZS,50.46785602,50.42678916,50.39002521,50.35725961,50.32830227,50.30291182,50.28075704,50.26157362,50.24557349,50.23301876,50.22377771,50.21780387,50.21446541,50.21250735,50.21038075,50.2071594,50.20246556,50.1967504,50.19052037,50.1847652,50.18000958,50.17613876,50.17275028,50.16977045,50.16713787,50.16461453,50.16203189,50.15905811,50.15525195,50.15013688,50.14327964,50.13480509,50.12451816,50.1115929,50.09500407,50.07429414,50.04981739,50.02233271,49.9924944,49.96106177,49.92887493,49.89586991,49.86275736,49.83154525,49.80462543,49.78324948,49.76781146,49.75724735,49.74957183,49.74229903,49.7337807,49.72367936,49.71262093,49.70121497,49.69028561,49.68042298,49.67165195
Mauritius,MUS,"Population, female (% of total)",SP.POP.TOTL.FE.ZS,50.13764672,50.11243732,50.08556409,50.0569407,50.02636371,49.9950218,49.95867747,49.92080553,49.89757727,49.90971088,49.96872153,50.0795617,50.23070236,50.39766613,50.5478992,50.65892707,50.72541751,50.75445206,50.75216993,50.72869985,50.69169265,50.6418272,50.57862856,50.50754788,50.43518481,50.36647328,50.3038275,50.24787051,50.19994987,50.16086642,50.13150355,50.11161184,50.10175833,50.1036776,50.11937458,50.14937856,50.19479854,50.25278628,50.3149436,50.37049891,50.4119756,50.43728799,50.44890264,50.45013902,50.44598979,50.44066887,50.43405875,50.42599455,50.42022984,50.42141543,50.43250897,50.45523502,50.48838346,50.52842762,50.57013149,50.60987487,50.64655695
Mexico,MEX,"Population, female (% of total)",SP.POP.TOTL.FE.ZS,50.18207102,50.17555283,50.16950232,50.16372484,50.15798372,50.15217363,50.1462206,50.14029544,50.13480392,50.13024678,50.12692231,50.12517511,50.12482578,50.12510177,50.12503957,50.12418683,50.1220974,50.11943698,50.11807766,50.12035052,50.12758655,50.14029663,50.15738064,50.17661883,50.19513291,50.21106043,50.22359229,50.23354351,50.24260746,50.25309218,50.26634691,50.28264899,50.30083309,50.31906344,50.33497704,50.34699417,50.35489388,50.35923874,50.36030133,50.3585665,50.35447816,50.34808713,50.3395731,50.3296737,50.31932011,50.30925419,50.29974406,50.29086426,50.28288207,50.27600249,50.27032595,50.26598328,50.26291306,50.26077519,50.25910463,50.2575753,50.25609257
"Micronesia, Fed. Sts.",FSM,"Population, female (% of total)",SP.POP.TOTL.FE.ZS,48.49233256,48.48768387,48.48165109,48.47672634,48.47176277,48.4685478,48.46958543,48.47311981,48.47441956,48.46510546,48.44301922,48.40034135,48.34344602,48.29103052,48.27216416,48.30551421,48.39872022,48.53577371,48.68588851,48.8107725,48.88785341,48.91336037,48.89888159,48.86338283,48.82751496,48.80673132,48.80383863,48.81364969,48.82960226,48.84314121,48.84928009,48.84311741,48.83051315,48.82380673,48.83883195,48.88523188,48.96900556,49.08300002,49.20728778,49.31266696,49.37726892,49.39255389,49.36578709,49.30909227,49.24325592,49.18171717,49.12850114,49.07974876,49.03419098,48.99048682,48.94758683,48.90602652,48.86780788,48.83337511,48.80242974,48.77465058,48.75007145
Moldova,MDA,"Population, female (% of total)",SP.POP.TOTL.FE.ZS,53.21490486,53.20340827,53.19410366,53.18848079,53.18824213,53.19389919,53.20643593,53.22371076,53.23944661,53.24551047,53.2366249,53.21143926,53.17248164,53.12307477,53.06799647,53.01073664,52.95163952,52.89042498,52.82921133,52.77060847,52.7165278,52.66840504,52.62603121,52.58772057,52.55085432,52.51363552,52.47547589,52.43728345,52.40035298,52.36658707,52.3371296,52.31238376,52.29158515,52.27323751,52.25529303,52.23634861,52.2152561,52.19243904,52.16990182,52.1507148,52.13692263,52.13033623,52.12961498,52.12973843,52.1237787,52.10706286,52.07741255,52.03735825,51.9927427,51.95222536,51.92233632,51.90505396,51.8988631,51.90268634,51.91418202,51.93146939,51.95468121
Monaco,MCO,"Population, female (% of total)",SP.POP.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mongolia,MNG,"Population, female (% of total)",SP.POP.TOTL.FE.ZS,50.8278267,50.82428883,50.81506692,50.80263205,50.79016898,50.77972225,50.77160602,50.76509607,50.75933554,50.75361472,50.74720935,50.74017747,50.73286115,50.7255753,50.71859947,50.71226304,50.70647296,50.70112123,50.69611225,50.69146342,50.68707675,50.68247149,50.67752248,50.67268534,50.66856859,50.66536239,50.66302824,50.66061096,50.65611786,50.64731253,50.63249006,50.61278134,50.58854311,50.5568654,50.51416469,50.45913079,50.38973552,50.30967241,50.23047324,50.16709698,50.12951326,50.12148055,50.13871479,50.17304261,50.21266744,50.24914435,50.28051768,50.30885815,50.33471931,50.35960821,50.38454917,50.40901404,50.43223058,50.45471175,50.47725483,50.50041668,50.52437365
Montenegro,MNE,"Population, female (% of total)",SP.POP.TOTL.FE.ZS,51.31345709,51.20350593,51.08964348,50.98806639,50.91803105,50.89028971,50.91036113,50.9708921,51.05307482,51.12764192,51.17174046,51.1761094,51.1482231,51.10085465,51.05284054,51.01630637,50.99264129,50.97655387,50.96410566,50.94955588,50.92870488,50.90379435,50.87603489,50.83968529,50.78704304,50.71407516,50.61660693,50.4991926,50.3779695,50.27576353,50.20918733,50.18506098,50.19799927,50.23794096,50.28979758,50.3422709,50.39212775,50.44177214,50.49244858,50.54708333,50.6067081,50.67208707,50.73955697,50.80039458,50.84344711,50.86155009,50.85090257,50.81540013,50.76483687,50.71319278,50.67079132,50.64073443,50.6204878,50.60770226,50.59796063,50.58798525,50.57762246
Morocco,MAR,"Population, female (% of total)",SP.POP.TOTL.FE.ZS,50.17302949,50.25198924,50.36050734,50.47677221,50.57389756,50.63519999,50.65720048,50.64816821,50.61828125,50.58150831,50.5474139,50.51765567,50.48939624,50.46190844,50.43355303,50.40343633,50.37204927,50.34073917,50.31048223,50.28237173,50.25709073,50.23558964,50.21769384,50.20170734,50.18541252,50.16769462,50.14778816,50.12726846,50.11004552,50.10110516,50.1035666,50.11824002,50.14328409,50.17583759,50.21204098,50.24918554,50.28621878,50.32368066,50.36239367,50.40372187,50.44831441,50.49564317,50.54423323,50.59253133,50.63855981,50.68046484,50.71856206,50.75202857,50.77673931,50.78766934,50.7819688,50.75873378,50.72083019,50.67389208,50.62525937,50.58029652,50.54009004
Mozambique,MOZ,"Population, female (% of total)",SP.POP.TOTL.FE.ZS,51.14397197,51.1416288,51.13851124,51.13488007,51.13104895,51.12721879,51.12373625,51.12053037,51.11694478,51.11211984,51.10564821,51.09773788,51.08916519,51.08085484,51.07396629,51.0694666,51.06982736,51.07560879,51.08416416,51.09204211,51.09832722,51.09817158,51.09564011,51.10799767,51.15718402,51.25633997,51.41335363,51.61947682,51.8484626,52.05835013,52.21485299,52.30474408,52.33748806,52.32827128,52.29888697,52.26378567,52.22516886,52.17955471,52.12744125,52.06865441,52.00388885,51.93449124,51.86272577,51.79123402,51.72270507,51.65872284,51.5999137,51.54566239,51.49464444,51.44507854,51.3957737,51.34677845,51.29844144,51.25036744,51.20212993,51.15352448,51.1044242
Myanmar,MMR,"Population, female (% of total)",SP.POP.TOTL.FE.ZS,51.07334287,51.11051138,51.14487258,51.17492761,51.19855799,51.21457031,51.22291696,51.22490644,51.222388,51.21765957,51.21231302,51.20694489,51.2013116,51.19508303,51.1876811,51.17880227,51.16848657,51.15721116,51.14561798,51.13448857,51.12430867,51.11533599,51.10733544,51.09970535,51.09164234,51.08264935,51.07308301,51.06335352,51.05319984,51.04229411,51.03069563,51.01754063,51.00362053,50.99247379,50.98867952,50.99497704,51.01274234,51.03976075,51.07086956,51.09925138,51.12036887,51.13254332,51.13750985,51.13834326,51.13953237,51.14406199,51.15290052,51.16450061,51.17631184,51.18472018,51.18731244,51.18337964,51.1742204,51.16188941,51.14927611,51.13845158,51.12995638
Namibia,NAM,"Population, female (% of total)",SP.POP.TOTL.FE.ZS,50.63323071,50.63860602,50.64173693,50.64285582,50.64189377,50.638998,50.63671257,50.63566103,50.63282561,50.62408925,50.60841686,50.5827984,50.55217726,50.53103807,50.53668054,50.57853667,50.65845891,50.76779393,50.89282679,51.01551901,51.12272293,51.21291977,51.28799593,51.3427441,51.37215794,51.37416488,51.34791746,51.29884396,51.23857352,51.17967906,51.12964314,51.09129204,51.06214024,51.03714059,51.00975945,50.97683855,50.936905,50.89451833,50.859375,50.8430965,50.85236568,50.88790552,50.94498835,51.01788359,51.0982177,51.17877126,51.25883983,51.33723827,51.40589204,51.45545093,51.48034571,51.47804109,51.452341,51.41183469,51.36753816,51.32693191,51.29171621
Nauru,NRU,"Population, female (% of total)",SP.POP.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nepal,NPL,"Population, female (% of total)",SP.POP.TOTL.FE.ZS,50.19838529,50.1858073,50.18559687,50.1950859,50.21028941,50.22780363,50.24793094,50.2699047,50.28830805,50.29675138,50.29138296,50.27133558,50.23928583,50.19952124,50.15775721,50.11829733,50.08249888,50.05048594,50.02362439,50.0031056,49.98993961,49.97960269,49.97199284,49.97624618,50.00374913,50.05883273,50.15227921,50.27345251,50.38221713,50.42804562,50.38318854,50.23387871,50.00834279,49.76913689,49.59374472,49.52854496,49.58804767,49.74434531,49.94924015,50.13875371,50.27172328,50.33541153,50.34969045,50.34572096,50.36694786,50.44138541,50.57602938,50.75472443,50.95385282,51.14025423,51.29029678,51.39863198,51.47236334,51.51598271,51.53779324,51.54444355,51.53591503
Netherlands,NLD,"Population, female (% of total)",SP.POP.TOTL.FE.ZS,50.19602139,50.18674806,50.17328886,50.15748585,50.14175854,50.12797023,50.11644715,50.10724334,50.10156072,50.1006958,50.10546955,50.11629082,50.13276021,50.15382974,50.17802698,50.20423091,50.23182021,50.26076981,50.29122567,50.32355396,50.35776432,50.39384875,50.43088937,50.46689567,50.49929129,50.52619301,50.54711116,50.56240996,50.57218962,50.57685048,50.57692054,50.57221484,50.56324285,50.55208054,50.54138081,50.53301113,50.5276411,50.5248517,50.52399475,50.52398115,50.52395191,50.52371489,50.52337811,50.5227086,50.5214756,50.51942101,50.51669384,50.51301307,50.50718947,50.49771125,50.48365545,50.46453647,50.44109259,50.41516954,50.38931066,50.36536933,50.34394836
New Caledonia,NCL,"Population, female (% of total)",SP.POP.TOTL.FE.ZS,47.28278972,47.29043867,47.30536764,47.32970154,47.36616316,47.41384037,47.47550223,47.54965233,47.62812969,47.70035667,47.76005713,47.80312806,47.83378472,47.86494788,47.91169259,47.98309103,48.08057196,48.19835202,48.32790421,48.45677022,48.57471135,48.68089886,48.77551299,48.85695492,48.92192277,48.96933002,48.99937381,49.01432341,49.01499722,49.004124,48.98390264,48.9539919,48.91781521,48.88842119,48.8817252,48.9059081,48.96185992,49.04251768,49.14133434,49.24823893,49.35499079,49.46518064,49.57671301,49.6707436,49.72540656,49.72735184,49.66958408,49.56328915,49.43941318,49.33735709,49.28332217,49.2850994,49.33136859,49.40676017,49.48729792,49.55685282,49.61247002
New Zealand,NZL,"Population, female (% of total)",SP.POP.TOTL.FE.ZS,49.73766852,49.75503029,49.77108401,49.78818875,49.8095351,49.83704357,49.87165507,49.91185949,49.95404054,49.99311881,50.02564241,50.05014259,50.06833377,50.08352885,50.1004906,50.12246654,50.15091299,50.18496095,50.22268398,50.2608395,50.29705053,50.32908737,50.35795556,50.38817399,50.4259842,50.47503329,50.53858022,50.61321746,50.68794888,50.74774949,50.78274419,50.78833967,50.77063406,50.74298017,50.72316288,50.72266187,50.74430242,50.7830011,50.83234748,50.88260896,50.92633054,50.96353615,50.99577327,51.0194406,51.03063932,51.02775317,51.00778874,50.97383897,50.93746646,50.91381074,50.91264027,50.93816913,50.98522662,51.04260073,51.09434316,51.12928578,51.1441924
